2026-05-22T09:56:55 [INFO] SmartWorkOptimizer started
2026-05-22T11:35:38 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:35:46 [INFO] Heartbeat + Metrics
2026-05-22T11:35:46 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:35:46 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:35:55 [INFO] Heartbeat + Metrics
2026-05-22T11:35:55 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:35:55 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:04 [INFO] Heartbeat + Metrics
2026-05-22T11:36:04 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:04 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:12 [INFO] Heartbeat + Metrics
2026-05-22T11:36:12 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:12 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:21 [INFO] Heartbeat + Metrics
2026-05-22T11:36:21 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:21 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:30 [INFO] Heartbeat + Metrics
2026-05-22T11:36:30 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:30 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:38 [INFO] Heartbeat + Metrics
2026-05-22T11:36:38 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:38 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:47 [INFO] Heartbeat + Metrics
2026-05-22T11:36:47 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:47 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:36:56 [INFO] Heartbeat + Metrics
2026-05-22T11:36:56 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:36:56 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:04 [INFO] Heartbeat + Metrics
2026-05-22T11:37:04 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:04 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:13 [INFO] Heartbeat + Metrics
2026-05-22T11:37:13 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:13 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:22 [INFO] Heartbeat + Metrics
2026-05-22T11:37:22 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:22 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:30 [INFO] Heartbeat + Metrics
2026-05-22T11:37:30 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:30 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:39 [INFO] Heartbeat + Metrics
2026-05-22T11:37:39 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:39 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:48 [INFO] Heartbeat + Metrics
2026-05-22T11:37:48 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:48 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:37:56 [INFO] Heartbeat + Metrics
2026-05-22T11:37:56 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:37:56 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:05 [INFO] Heartbeat + Metrics
2026-05-22T11:38:05 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:05 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:14 [INFO] Heartbeat + Metrics
2026-05-22T11:38:22 [INFO] Heartbeat + Metrics
2026-05-22T11:38:22 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:22 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:31 [INFO] Heartbeat + Metrics
2026-05-22T11:38:31 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:31 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:39 [INFO] Heartbeat + Metrics
2026-05-22T11:38:39 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:39 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:48 [INFO] Heartbeat + Metrics
2026-05-22T11:38:48 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:48 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:38:57 [INFO] Heartbeat + Metrics
2026-05-22T11:38:57 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:38:57 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:05 [INFO] Heartbeat + Metrics
2026-05-22T11:39:05 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:05 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:14 [INFO] Heartbeat + Metrics
2026-05-22T11:39:14 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:14 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:23 [INFO] Heartbeat + Metrics
2026-05-22T11:39:23 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:23 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:31 [INFO] Heartbeat + Metrics
2026-05-22T11:39:31 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:31 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:40 [INFO] Heartbeat + Metrics
2026-05-22T11:39:40 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:40 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:49 [INFO] Heartbeat + Metrics
2026-05-22T11:39:49 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:49 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:39:57 [INFO] Heartbeat + Metrics
2026-05-22T11:39:57 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:39:57 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:06 [INFO] Heartbeat + Metrics
2026-05-22T11:40:06 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:06 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:15 [INFO] Heartbeat + Metrics
2026-05-22T11:40:15 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:15 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:23 [INFO] Heartbeat + Metrics
2026-05-22T11:40:23 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:23 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:32 [INFO] Heartbeat + Metrics
2026-05-22T11:40:32 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:32 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:40 [INFO] Heartbeat + Metrics
2026-05-22T11:40:40 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:41 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:49 [INFO] Heartbeat + Metrics
2026-05-22T11:40:49 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:49 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:40:58 [INFO] Heartbeat + Metrics
2026-05-22T11:40:58 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:40:58 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:06 [INFO] Heartbeat + Metrics
2026-05-22T11:41:07 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:07 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:15 [INFO] Heartbeat + Metrics
2026-05-22T11:41:15 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:15 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:24 [INFO] Heartbeat + Metrics
2026-05-22T11:41:24 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:24 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:32 [INFO] Heartbeat + Metrics
2026-05-22T11:41:32 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:32 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:41 [INFO] Heartbeat + Metrics
2026-05-22T11:41:41 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:41 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:50 [INFO] Heartbeat + Metrics
2026-05-22T11:41:50 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:50 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:41:58 [INFO] Heartbeat + Metrics
2026-05-22T11:41:58 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:41:58 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:07 [INFO] Heartbeat + Metrics
2026-05-22T11:42:07 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:07 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:15 [INFO] Heartbeat + Metrics
2026-05-22T11:42:16 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:16 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:24 [INFO] Heartbeat + Metrics
2026-05-22T11:42:33 [INFO] Heartbeat + Metrics
2026-05-22T11:42:33 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:33 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:41 [INFO] Heartbeat + Metrics
2026-05-22T11:42:41 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:41 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:50 [INFO] Heartbeat + Metrics
2026-05-22T11:42:50 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:50 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:42:58 [INFO] Heartbeat + Metrics
2026-05-22T11:42:58 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:42:58 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:07 [INFO] Heartbeat + Metrics
2026-05-22T11:43:07 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:07 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:16 [INFO] Heartbeat + Metrics
2026-05-22T11:43:16 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:16 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:24 [INFO] Heartbeat + Metrics
2026-05-22T11:43:24 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:24 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:33 [INFO] Heartbeat + Metrics
2026-05-22T11:43:33 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:33 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:42 [INFO] Heartbeat + Metrics
2026-05-22T11:43:42 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:42 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:50 [INFO] Heartbeat + Metrics
2026-05-22T11:43:50 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:50 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:43:59 [INFO] Heartbeat + Metrics
2026-05-22T11:43:59 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:43:59 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:08 [INFO] Heartbeat + Metrics
2026-05-22T11:44:08 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:08 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:16 [INFO] Heartbeat + Metrics
2026-05-22T11:44:16 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:16 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:25 [INFO] Heartbeat + Metrics
2026-05-22T11:44:25 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:25 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:33 [INFO] Heartbeat + Metrics
2026-05-22T11:44:34 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:34 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:42 [INFO] Heartbeat + Metrics
2026-05-22T11:44:42 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:42 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:51 [INFO] Heartbeat + Metrics
2026-05-22T11:44:51 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:51 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:44:59 [INFO] Heartbeat + Metrics
2026-05-22T11:44:59 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:44:59 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:45:08 [INFO] Heartbeat + Metrics
2026-05-22T11:45:08 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:45:08 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:45:17 [INFO] Heartbeat + Metrics
2026-05-22T11:45:17 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:45:17 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:45:25 [INFO] Heartbeat + Metrics
2026-05-22T11:45:25 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:45:25 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:45:34 [INFO] Heartbeat + Metrics
2026-05-22T11:45:42 [INFO] Heartbeat + Metrics
2026-05-22T11:45:42 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:45:42 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:45:51 [INFO] Heartbeat + Metrics
2026-05-22T11:45:51 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:45:51 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:00 [INFO] Heartbeat + Metrics
2026-05-22T11:46:00 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:00 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:08 [INFO] Heartbeat + Metrics
2026-05-22T11:46:08 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:08 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:17 [INFO] Heartbeat + Metrics
2026-05-22T11:46:17 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:17 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:25 [INFO] Heartbeat + Metrics
2026-05-22T11:46:25 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:25 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:34 [INFO] Heartbeat + Metrics
2026-05-22T11:46:34 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:34 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:43 [INFO] Heartbeat + Metrics
2026-05-22T11:46:43 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:43 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:46:51 [INFO] Heartbeat + Metrics
2026-05-22T11:46:51 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:46:51 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:47:00 [INFO] Heartbeat + Metrics
2026-05-22T11:47:00 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:47:00 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:47:08 [INFO] Heartbeat + Metrics
2026-05-22T11:47:09 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:47:09 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:47:17 [INFO] Heartbeat + Metrics
2026-05-22T11:47:17 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:47:17 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:47:25 [INFO] Heartbeat + Metrics
2026-05-22T11:47:26 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:47:26 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:47:34 [INFO] Heartbeat + Metrics
2026-05-22T11:47:43 [INFO] Heartbeat + Metrics
2026-05-22T11:47:51 [INFO] Heartbeat + Metrics
2026-05-22T11:48:00 [INFO] Heartbeat + Metrics
2026-05-22T11:48:09 [INFO] Heartbeat + Metrics
2026-05-22T11:48:17 [INFO] Heartbeat + Metrics
2026-05-22T11:48:26 [INFO] Heartbeat + Metrics
2026-05-22T11:48:34 [INFO] Heartbeat + Metrics
2026-05-22T11:48:43 [INFO] Heartbeat + Metrics
2026-05-22T11:48:43 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:48:43 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:48:51 [INFO] Heartbeat + Metrics
2026-05-22T11:48:51 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:48:51 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:49:00 [INFO] Heartbeat + Metrics
2026-05-22T11:49:00 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:49:00 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:49:08 [INFO] Heartbeat + Metrics
2026-05-22T11:49:09 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:49:09 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:49:17 [INFO] Heartbeat + Metrics
2026-05-22T11:49:26 [INFO] Heartbeat + Metrics
2026-05-22T11:49:34 [INFO] Heartbeat + Metrics
2026-05-22T11:49:43 [INFO] Heartbeat + Metrics
2026-05-22T11:49:43 [WARN] Failsafe triggered: CPU too high
2026-05-22T11:49:52 [INFO] Heartbeat + Metrics
2026-05-22T11:50:01 [INFO] Heartbeat + Metrics
2026-05-22T11:50:09 [INFO] Heartbeat + Metrics
2026-05-22T11:50:18 [INFO] Heartbeat + Metrics
2026-05-22T11:50:27 [INFO] Heartbeat + Metrics
2026-05-22T11:50:35 [INFO] Heartbeat + Metrics
2026-05-22T11:50:44 [INFO] Heartbeat + Metrics
2026-05-22T11:50:52 [INFO] Heartbeat + Metrics
2026-05-22T11:51:01 [INFO] Heartbeat + Metrics
2026-05-22T11:51:09 [INFO] Heartbeat + Metrics
2026-05-22T11:51:18 [INFO] Heartbeat + Metrics
2026-05-22T11:51:27 [INFO] Heartbeat + Metrics
2026-05-22T11:51:35 [INFO] Heartbeat + Metrics
2026-05-22T11:51:44 [INFO] Heartbeat + Metrics
2026-05-22T11:51:52 [INFO] Heartbeat + Metrics
2026-05-22T11:52:01 [INFO] Heartbeat + Metrics
2026-05-22T11:52:10 [INFO] Heartbeat + Metrics
2026-05-22T11:52:18 [INFO] Heartbeat + Metrics
2026-05-22T11:52:27 [INFO] Heartbeat + Metrics
2026-05-22T11:52:35 [INFO] Heartbeat + Metrics
2026-05-22T11:52:44 [INFO] Heartbeat + Metrics
2026-05-22T11:52:53 [INFO] Heartbeat + Metrics
2026-05-22T11:53:01 [INFO] Heartbeat + Metrics
2026-05-22T11:53:10 [INFO] Heartbeat + Metrics
2026-05-22T11:53:19 [INFO] Heartbeat + Metrics
2026-05-22T11:53:27 [INFO] Heartbeat + Metrics
2026-05-22T11:53:36 [INFO] Heartbeat + Metrics
2026-05-22T11:53:44 [INFO] Heartbeat + Metrics
2026-05-22T11:53:44 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:53:44 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:53:53 [INFO] Heartbeat + Metrics
2026-05-22T11:53:53 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:53:53 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:02 [INFO] Heartbeat + Metrics
2026-05-22T11:54:02 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:02 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:10 [INFO] Heartbeat + Metrics
2026-05-22T11:54:10 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:10 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:19 [INFO] Heartbeat + Metrics
2026-05-22T11:54:19 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:19 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:28 [INFO] Heartbeat + Metrics
2026-05-22T11:54:28 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:28 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:36 [INFO] Heartbeat + Metrics
2026-05-22T11:54:36 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:36 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:45 [INFO] Heartbeat + Metrics
2026-05-22T11:54:45 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:45 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:54:54 [INFO] Heartbeat + Metrics
2026-05-22T11:54:54 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:54:54 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:02 [INFO] Heartbeat + Metrics
2026-05-22T11:55:02 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:02 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:11 [INFO] Heartbeat + Metrics
2026-05-22T11:55:11 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:11 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:20 [INFO] Heartbeat + Metrics
2026-05-22T11:55:20 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:20 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:28 [INFO] Heartbeat + Metrics
2026-05-22T11:55:28 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:28 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:37 [INFO] Heartbeat + Metrics
2026-05-22T11:55:37 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:37 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:46 [INFO] Heartbeat + Metrics
2026-05-22T11:55:46 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:55:46 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:55:54 [INFO] Heartbeat + Metrics
2026-05-22T11:56:03 [INFO] Heartbeat + Metrics
2026-05-22T11:56:11 [INFO] Heartbeat + Metrics
2026-05-22T11:56:20 [INFO] Heartbeat + Metrics
2026-05-22T11:56:29 [INFO] Heartbeat + Metrics
2026-05-22T11:56:37 [INFO] Heartbeat + Metrics
2026-05-22T11:56:46 [INFO] Heartbeat + Metrics
2026-05-22T11:56:54 [INFO] Heartbeat + Metrics
2026-05-22T11:57:03 [INFO] Heartbeat + Metrics
2026-05-22T11:57:12 [INFO] Heartbeat + Metrics
2026-05-22T11:57:20 [INFO] Heartbeat + Metrics
2026-05-22T11:57:29 [INFO] Heartbeat + Metrics
2026-05-22T11:57:29 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:57:29 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:57:37 [INFO] Heartbeat + Metrics
2026-05-22T11:57:37 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:57:37 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:57:46 [INFO] Heartbeat + Metrics
2026-05-22T11:57:46 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:57:46 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:57:54 [INFO] Heartbeat + Metrics
2026-05-22T11:57:54 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:57:54 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:58:03 [INFO] Heartbeat + Metrics
2026-05-22T11:58:13 [INFO] Heartbeat + Metrics
2026-05-22T11:58:13 [WARN] Failsafe triggered: CPU too high
2026-05-22T11:58:22 [INFO] Heartbeat + Metrics
2026-05-22T11:58:31 [INFO] Heartbeat + Metrics
2026-05-22T11:58:39 [INFO] Heartbeat + Metrics
2026-05-22T11:58:48 [INFO] Heartbeat + Metrics
2026-05-22T11:58:48 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:58:48 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:58:57 [INFO] Heartbeat + Metrics
2026-05-22T11:58:57 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:58:57 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:05 [INFO] Heartbeat + Metrics
2026-05-22T11:59:05 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:05 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:14 [INFO] Heartbeat + Metrics
2026-05-22T11:59:14 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:14 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:22 [INFO] Heartbeat + Metrics
2026-05-22T11:59:22 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:23 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:31 [INFO] Heartbeat + Metrics
2026-05-22T11:59:31 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:31 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:40 [INFO] Heartbeat + Metrics
2026-05-22T11:59:40 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:40 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:48 [INFO] Heartbeat + Metrics
2026-05-22T11:59:48 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:48 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T11:59:57 [INFO] Heartbeat + Metrics
2026-05-22T11:59:57 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T11:59:57 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:06 [INFO] Heartbeat + Metrics
2026-05-22T12:00:06 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:06 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:14 [INFO] Heartbeat + Metrics
2026-05-22T12:00:14 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:14 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:23 [INFO] Heartbeat + Metrics
2026-05-22T12:00:23 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:23 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:32 [INFO] Heartbeat + Metrics
2026-05-22T12:00:32 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:32 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:40 [INFO] Heartbeat + Metrics
2026-05-22T12:00:40 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:40 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:49 [INFO] Heartbeat + Metrics
2026-05-22T12:00:49 [WARN] Desired process no longer exists (PID 21164)
2026-05-22T12:00:49 [WARN] Desired process no longer exists (PID 5896)
2026-05-22T12:00:58 [INFO] Heartbeat + Metrics
2026-05-22T12:00:58 [WARN] Failsafe triggered: CPU too high
2026-05-22T12:01:07 [INFO] Heartbeat + Metrics
2026-05-22T12:01:07 [WARN] Failsafe triggered: CPU too high
2026-05-22T12:01:16 [INFO] Heartbeat + Metrics
2026-05-22T12:01:16 [WARN] Failsafe triggered: CPU too high
2026-05-22T12:01:25 [INFO] Heartbeat + Metrics
2026-05-22T12:01:33 [INFO] Heartbeat + Metrics
2026-05-22T12:01:42 [INFO] Heartbeat + Metrics
2026-05-22T12:01:51 [INFO] Heartbeat + Metrics
2026-05-22T12:01:59 [INFO] Heartbeat + Metrics
2026-05-22T12:02:08 [INFO] Heartbeat + Metrics
2026-05-22T12:02:16 [INFO] Heartbeat + Metrics
